,EventID,Start_Time,End_Time,Year,Month,Facility_Code,Participant_Code,Status,Outage_Reason,Energy_Lost_MW,Description_Of_Outage,Outage_Duration_In_Days,Risk_Classification
175,176,05/12/17 16:30,05/12/17 17:00,2017,12,TIWEST_COG1,TRMOS,Approved,Forced,10,deviation from resource plan,0.020833333,High Risk
176,177,04/12/17 12:00,04/12/17 12:00,2017,12,TIWEST_COG1,TRMOS,Approved,Forced,16.9,Deviation from resource plan,0,High Risk
177,178,10/12/17 14:00,10/12/17 14:00,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,29.4,TES Report - constrained off MW's.,0,High Risk
178,179,08/12/17 17:00,09/12/17 8:30,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,68,TES Report - constrained off MW's.,0.645833333,High Risk
179,180,08/12/17 16:30,08/12/17 16:30,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.5,TES Report - constrained off MW's.,0,High Risk
180,181,08/12/17 16:00,08/12/17 16:00,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.7,TES Report - constrained off MW's.,0,High Risk
181,182,08/12/17 15:30,08/12/17 15:30,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.2,TES Report - constrained off MW's.,0,High Risk
182,183,08/12/17 15:00,08/12/17 15:00,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,67.3,TES Report - constrained off MW's.,0,High Risk
183,184,08/12/17 14:30,08/12/17 14:30,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,52,TES Report - constrained off MW's.,0,High Risk
184,185,08/12/17 13:00,08/12/17 13:00,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,15.9,TES Report - constrained off MW's.,0,High Risk
185,186,05/12/17 6:00,05/12/17 13:30,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,56,TES Report - constrained off MW's.,0.3125,High Risk
186,187,05/12/17 5:30,05/12/17 5:30,2017,12,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,42.6,TES Report - constrained off MW's.,0,High Risk
187,188,12/12/17 11:30,12/12/17 11:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,20.65,Refinery issues causing steam & power imbalance.,0,High Risk
188,189,12/12/17 11:00,12/12/17 11:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,18.59,Refinery issues causing steam & power imbalance.,0,High Risk
189,190,15/12/17 8:00,18/12/17 8:00,2017,12,MELK_G7,MELK,Approved,Scheduled (Planned),211.108,Opportune Maintenance ,3,N/A
190,191,29/11/17 11:30,29/11/17 16:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Approved,Opportunistic Maintenance (Planned),116,GT2B lube oil system vacuum pump retrofit.,0.208333333,N/A
191,192,09/12/17 10:00,09/12/17 10:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,17.59,Refinery steam and power imbalance.,0,High Risk
192,193,09/12/17 9:30,09/12/17 9:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,15.09,Refinery steam and power imbalance.,0,High Risk
193,194,04/12/17 12:30,04/12/17 12:30,2017,12,TIWEST_COG1,TRMOS,Approved,Forced,8.94,Deviation from resource plan,0,High Risk
194,195,03/12/17 22:00,03/12/17 22:00,2017,12,TIWEST_COG1,TRMOS,Approved,Forced,18.22,Deviation from resource plan,0,High Risk
195,196,03/12/17 14:00,03/12/17 14:00,2017,12,TIWEST_COG1,TRMOS,Approved,Forced,14.56,Deviation from resource plan,0,High Risk
196,197,30/11/17 10:30,30/11/17 10:30,2017,11,TIWEST_COG1,TRMOS,Approved,Forced,22.38,Deviation from resource plan,0,High Risk
197,198,30/11/17 10:30,30/11/17 10:30,2017,11,TIWEST_COG1,TRMOS,Cancelled By Market Participant,Forced,42.1,Extended commissioning generator rotor balance,0,Low Risk
198,199,30/11/17 7:00,30/11/17 7:00,2017,11,TIWEST_COG1,TRMOS,Approved,Forced,28.6,Extended commissioning generator rotor balance,0,High Risk
199,200,30/11/17 6:30,30/11/17 6:30,2017,11,TIWEST_COG1,TRMOS,Approved,Forced,33.9,Extended commissioning generator rotor balance,0,High Risk
200,201,30/11/17 4:30,30/11/17 4:30,2017,11,TIWEST_COG1,TRMOS,Approved,Forced,38.3,Extended commissioning generator rotor balance,0,High Risk
201,202,29/11/17 16:30,30/11/17 4:00,2017,11,TIWEST_COG1,TRMOS,Approved,Forced,42.1,Planned outage - extended commissioning for generator rotor balancing,0.479166667,High Risk
202,203,15/12/17 9:00,15/12/17 10:00,2017,12,MWF_MUMBIDA_WF1,MCG,Approved,Scheduled (Planned),55,Transformer maint,0.041666667,N/A
203,204,11/12/17 10:30,12/12/17 0:30,2017,12,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),38.293,ODOM for compressor wash,0.583333333,N/A
204,205,10/12/17 15:00,10/12/17 15:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,19.26,Low refinery steam demand due to holed F31 thickener feed line,0,High Risk
205,206,10/12/17 9:00,10/12/17 9:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,14.99,Low refinery steam demand due to holed F31 thickener feed line,0,High Risk
206,207,10/12/17 8:30,10/12/17 8:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,14.28,Low refinery steam demand due to holed F31 thickener line,0,High Risk
207,208,10/12/17 8:00,10/12/17 8:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,13.57,Low steam flow due to holed F31 thickener line,0,High Risk
208,209,10/12/17 7:30,10/12/17 7:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,14.35,Low flow steam due to holed F31 thickener feed line,0,High Risk
209,210,09/12/17 17:30,09/12/17 17:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,22.15,Steam flow curtailment within the refinery,0,High Risk
210,211,09/12/17 17:00,09/12/17 17:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,22.46,Steam flow curtailment within the refinery,0,High Risk
211,212,10/12/17 0:00,10/12/17 0:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,20.47,Steam flow curtailment in the refinery.,0,High Risk
212,213,09/12/17 11:30,09/12/17 11:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,21.04,Steam flow curtailment in the refinery.,0,High Risk
213,214,09/12/17 11:00,09/12/17 11:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,21.05,Steam flow curtailment in the refinery.,0,High Risk
214,215,09/12/17 10:30,09/12/17 10:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,20.13,Steam flow curtailment in the refinery.,0,High Risk
215,216,09/12/17 10:00,09/12/17 10:00,2017,12,AUXC_WGP,AUXC,Cancelled By Market Participant,Forced,14.72,Steam flow curtailment in the refinery.,0,Low Risk
216,217,09/12/17 9:30,09/12/17 9:30,2017,12,AUXC_WGP,AUXC,Cancelled By Market Participant,Forced,14.94,Steam flow curtailment in the refinery.,0,Low Risk
217,218,09/12/17 9:00,09/12/17 9:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,14.33,Steam flow curtailment in the refinery.,0,High Risk
218,219,09/12/17 8:30,09/12/17 8:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,12,Steam flow curtailment in the refinery.,0,High Risk
219,220,18/12/17 6:00,18/12/17 15:30,2017,12,AURICON_PNJ_U1,AURICON,Approved,Scheduled (Planned),31.1,Western Power Circuit Breaker Outage,0.395833333,N/A
220,221,18/12/17 8:00,19/12/17 13:00,2017,12,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),80,R2 model validation and performance tests,1.208333333,N/A
221,222,01/12/17 8:00,01/12/17 7:30,2017,12,MELK_G7,MELK,Approved,Forced,55,Retirement pending deregistration.,0.020833333,High Risk
222,223,01/12/17 8:00,01/12/17 7:30,2017,12,MELK_G7,MELK,Approved,Forced,55,Retirement pending deregistration.,0.020833333,High Risk
223,224,01/12/17 8:00,01/12/17 7:30,2017,12,MELK_G7,MELK,Approved,Forced,55,Retirement pending deregistration.,0.020833333,High Risk
224,225,01/12/17 8:00,01/12/17 7:30,2017,12,MELK_G7,MELK,Approved,Forced,55,Retirement pending deregistration.,0.020833333,High Risk
225,226,27/11/17 10:30,27/11/17 15:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Rejected,Opportunistic Maintenance (Planned),56,GT2B lube oil system vacuum pump retrofit.,0.208333333,N/A
226,227,14/12/17 7:00,15/12/17 17:00,2017,12,TESLA_PICTON_G1,TSLA_MGT,Approved,Scheduled (Planned),40,Maintain circuit breaker EMD801.1,1.416666667,N/A
227,228,08/12/17 8:00,08/12/17 21:30,2017,12,MELK_G7,MELK,Approved,Forced,211.108,Boiler inspection,0.5625,High Risk
228,229,01/12/17 0:00,01/12/17 0:00,2017,12,BW1_GREENWATERS_G2,GW,Approved,Forced,29.89,Operational Issues caused real time forced outage.,0,High Risk
229,230,29/11/17 19:30,30/11/17 11:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,56,GT2A gas control valve actuator failed and required replacement.,0.666666667,High Risk
230,231,27/11/17 6:00,28/11/17 9:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,56,GT1 - one of the engine wiring loom failed and required replacement.,1.145833333,High Risk
231,232,25/11/17 16:00,26/11/17 9:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,56,GT1 tripped on EGT failure requiring change-out of parts.,0.729166667,High Risk
232,233,27/11/17 6:00,27/11/17 6:00,2017,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,49.8,TES Report - constrained off MW's.,0,High Risk
233,234,03/12/17 13:30,03/12/17 13:30,2017,12,AURICON_PNJ_U1,AURICON,Approved,Forced,33.648,Output reduced due to ambient conditions.,0,High Risk
234,235,29/11/17 20:30,29/11/17 20:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,21.213,Plant failed to reach target due to operational issue.,0,High Risk
235,236,29/11/17 20:00,29/11/17 20:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,20.599,Plant failed to reach target due to operational issue.,0,High Risk
236,237,29/11/17 19:30,29/11/17 19:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,21.08,Plant failed to reach target due to operational issue.,0,High Risk
237,238,29/11/17 19:00,29/11/17 19:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,21.69,Plant failed to reach target due to operational issue.,0,High Risk
238,239,29/11/17 18:30,29/11/17 18:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,22.216,Plant failed to reach target due to operational issue.,0,High Risk
239,240,29/11/17 18:00,29/11/17 18:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,22.259,Plant failed to reach target due to operational issue.,0,High Risk
240,241,29/11/17 17:30,29/11/17 17:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,22.463,Plant failed to reach target due to operational issue.,0,High Risk
241,242,29/11/17 17:00,29/11/17 17:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,22.75,Plant failed to reach target due to operational issue.,0,High Risk
242,243,29/11/17 16:30,29/11/17 16:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,22.884,Plant failed to reach target due to operational issue.,0,High Risk
243,244,29/11/17 16:00,29/11/17 16:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,22.668,Plant failed to reach target due to operational issue.,0,High Risk
244,245,29/11/17 15:30,29/11/17 15:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,21.897,Plant failed to reach target due to operational issue.,0,High Risk
245,246,29/11/17 15:00,29/11/17 15:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,13.786,Plant failed to reach target due to operational issue.,0,High Risk
246,247,29/11/17 14:30,29/11/17 14:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,13.636,Plant failed to reach target due to operational issue.,0,High Risk
247,248,29/11/17 14:00,29/11/17 14:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,13.615,Plant failed to reach target due to operational issue.,0,High Risk
248,249,29/11/17 13:30,29/11/17 13:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,13.628,Plant failed to reach target due to operational issue.,0,High Risk
249,250,29/11/17 13:00,29/11/17 13:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,13.261,Plant failed to reach target due to operational issue.,0,High Risk
250,251,04/12/17 6:30,04/12/17 6:30,2017,12,AURICON_PNJ_U1,AURICON,Approved,Forced,133.798,Late ramp up.,0,High Risk
251,252,27/11/17 5:30,27/11/17 5:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,138.9,Late ramp up,0,High Risk
252,253,26/11/17 13:30,26/11/17 13:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,148.125,Late ramp up,0,High Risk
253,254,06/12/17 5:00,08/12/17 7:30,2017,12,MELK_G7,MELK,Approved,Forced,211.108,Boiler inspection,2.104166667,High Risk
254,255,04/12/17 8:00,05/12/17 22:30,2017,12,MELK_G7,MELK,Approved,Forced,211.108,Delayed Return To service,1.604166667,High Risk
255,256,21/12/17 2:00,22/12/17 13:00,2017,12,KORL_GT3,KORL,Approved,Scheduled (Planned),103.2,Lube oil Pump seal inspection,1.458333333,N/A
256,257,20/12/17 2:00,21/12/17 0:30,2017,12,KORL_GT3,KORL,Approved,Scheduled (Planned),103.2,Power Turbine Borescope inspection,0.9375,N/A
257,258,14/12/17 10:00,14/12/17 14:00,2017,12,MELK_G7,MELK,Approved,Scheduled (Planned),160,FD fan  clean ,0.166666667,N/A
258,259,13/12/17 10:00,13/12/17 14:30,2017,12,MELK_G7,MELK,Approved,Scheduled (Planned),160,FD fan  clean ,0.1875,N/A
259,260,02/12/17 3:00,02/12/17 4:00,2017,12,AURICON_PNJ_U1,AURICON,Approved,Forced,26.1,Communications outage,0.041666667,High Risk
260,261,20/12/17 7:00,20/12/17 17:00,2017,12,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),82,Pressure safety valves testing and certification,0.416666667,N/A
261,262,19/12/17 7:00,19/12/17 17:00,2017,12,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),82,Pressure safety valve testing and certiification,0.416666667,N/A
262,263,18/12/17 7:00,18/12/17 17:00,2017,12,BW1_GREENWATERS_G2,GW,Approved,Scheduled (Planned),82,Pressure safety valves testing and certification,0.416666667,N/A
263,264,05/12/17 18:30,05/12/17 18:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,13.38,Refinery steam & power imbalance.,0,High Risk
264,265,05/12/17 18:00,05/12/17 18:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,15.64,Refinery steam & power imbalance.,0,High Risk
265,266,05/12/17 17:30,05/12/17 17:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,10.24,Refinery steam & power imbalance.,0,High Risk
266,267,23/11/17 15:00,23/11/17 16:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Consequential,44.5,TX1 de-energised to facilitate Western Power works.,0.0625,N/A
267,268,04/12/17 9:30,04/12/17 14:00,2017,12,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),38.293,ODOM for compressor wash,0.1875,N/A
268,269,01/12/17 16:00,01/12/17 16:30,2017,12,TIWEST_COG1,TRMOS,Approved,Forced,34,Load control setting error,0.020833333,High Risk
269,270,02/12/17 17:00,02/12/17 17:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,16.12,Refinery steam and power imbalance.,0,High Risk
270,271,02/12/17 16:30,02/12/17 16:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,16.45,Refinery steam and power imbalance.,0,High Risk
271,272,02/12/17 16:00,02/12/17 16:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,17.83,Refinery steam and power imbalance.,0,High Risk
272,273,02/12/17 15:30,02/12/17 15:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,14.56,Refinery steam and power imbalance.,0,High Risk
273,274,02/12/17 15:00,02/12/17 15:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,14.36,Refinery steam and power imbalance.,0,High Risk
274,275,02/12/17 14:30,02/12/17 14:30,2017,12,AUXC_WGP,AUXC,Approved,Forced,16.09,Refinery steam and power imbalance.,0,High Risk
275,276,02/12/17 9:00,02/12/17 9:00,2017,12,AUXC_WGP,AUXC,Approved,Forced,13.88,Refinery steam power imbalance.,0,High Risk
276,277,23/11/17 17:00,25/11/17 16:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,15.1,Output from wind farm limited.,1.958333333,High Risk
277,278,23/11/17 15:00,23/11/17 16:30,2017,11,AURICON_PNJ_U1,AURICON,Cancelled By Market Participant,Forced,15.1,TX1 de-energised to facilitate Western Power works.,0.0625,High Risk
278,279,23/11/17 7:30,23/11/17 14:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,15.1,Output from wind farm limited.,0.291666667,High Risk
279,280,23/11/17 4:30,23/11/17 7:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,44.65,Output from wind farm limited.,0.104166667,High Risk
280,281,27/11/17 8:00,27/11/17 15:30,2017,11,GRASMERE_WF1,EUCT,Approved,Consequential,13.8,FO (Western Power works),0.3125,N/A
281,282,01/12/17 16:00,01/12/17 16:30,2017,12,GRASMERE_WF1,EUCT,Approved,Consequential,13.8,FO (Western Power works),0.020833333,N/A
282,283,01/12/17 16:00,01/12/17 16:30,2017,12,GRASMERE_WF1,EUCT,Approved,Consequential,21.6,FO (Western Power works),0.020833333,N/A
283,284,24/11/17 6:00,24/11/17 6:30,2017,11,GRASMERE_WF1,EUCT,Approved,Consequential,13.8,FO (Western Power works),0.020833333,N/A
284,285,24/11/17 6:00,24/11/17 6:30,2017,11,GRASMERE_WF1,EUCT,Approved,Consequential,21.6,FO (Western Power works),0.020833333,N/A
285,286,24/11/17 6:00,24/11/17 18:30,2017,11,GRASMERE_WF1,EUCT,Cancelled By Market Participant,Forced,13.8,FO (Western Power works),0.520833333,Medium Risk
286,287,24/11/17 6:00,24/11/17 18:30,2017,11,GRASMERE_WF1,EUCT,Cancelled By Market Participant,Forced,21.6,FO (Western Power works),0.520833333,Medium Risk
287,288,29/11/17 9:30,30/11/17 0:00,2017,11,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),38.293,ODDM for the compressor wash,0.604166667,N/A
288,289,04/12/17 8:00,07/12/17 7:30,2017,12,MELK_G7,MELK,Not Accepted,Scheduled (Planned),211,Major unit overhaul extension,2.979166667,N/A
289,290,28/11/17 8:30,28/11/17 8:30,2017,11,MELK_G7,MELK,Approved,Forced,8.977,Turbine vibrations,0,High Risk
290,291,21/11/17 18:30,21/11/17 18:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,22.9,Unit had limited output.,0,High Risk
291,292,21/11/17 18:00,21/11/17 18:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,16.228,Unit did not reach target.,0,High Risk
292,293,21/11/17 17:30,21/11/17 17:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,16.919,Unit did not reach target.,0,High Risk
293,294,21/11/17 17:00,21/11/17 17:00,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,65.113,Unit did not reach target.,0,High Risk
294,295,21/11/17 16:30,21/11/17 16:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,107.768,Unit did not reach target due to unit trip.,0,High Risk
295,296,20/11/17 15:30,20/11/17 15:30,2017,11,AURICON_PNJ_U1,AURICON,Approved,Forced,148.288,Unit did not meet target during ramp-up,0,High Risk
296,297,21/11/17 9:00,01/11/17 7:30,2017,11,MELK_G7,MELK,Approved,Forced,4,Turbine limitations,20.0625,High Risk
297,298,23/11/17 7:00,23/11/17 7:00,2017,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,49.6,TES Report - constrained off MW's.,0,High Risk
298,299,20/11/17 17:00,20/11/17 17:00,2017,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,62.4,TES Report - constrained off MW's.,0,High Risk
299,300,20/11/17 16:30,20/11/17 16:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Approved,Forced,16.9,TES Report - constrained off MW's.,0,High Risk
300,301,30/11/17 6:00,30/11/17 9:00,2017,11,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,Power supply to site was removed due to fault on Western Power Network (Incident #4042475 and 4042555). Site cannot operate when Western Power network is down. Will request conversion to consequential.,0.125,N/A
301,302,28/11/17 9:30,29/11/17 0:00,2017,11,PJRH_GT11,PJRH,Rejected,Opportunistic Maintenance (Planned),38.293,ODOM,0.604166667,N/A
302,303,16/11/17 23:00,16/11/17 23:00,2017,11,PERTHENERGY_KORL_GT1,PUG,Cancelled By Market Participant,Forced,14.6,TES Report - constrained off MW's.,0,Medium Risk
303,304,16/11/17 10:30,16/11/17 10:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Cancelled By Market Participant,Forced,19.2,TES Report - constrained off MW's.,0,Medium Risk
304,305,16/11/17 9:30,16/11/17 9:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Cancelled By Market Participant,Forced,25.7,TES Report - constrained off MW's.,0,Medium Risk
305,306,15/11/17 16:30,15/11/17 16:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Cancelled By Market Participant,Forced,25.7,TES Report - constrained off MW's,0,Medium Risk
306,307,15/11/17 13:30,15/11/17 13:30,2017,11,PERTHENERGY_KORL_GT1,PUG,Cancelled By Market Participant,Forced,14.9,TES Report - constrained off MW's,0,Medium Risk
307,308,13/11/17 16:00,13/11/17 16:00,2017,11,PERTHENERGY_KORL_GT1,PUG,Cancelled By System Management,Forced,15.4,TES Report - constrained off MW's.,0,Low Risk
308,309,28/11/17 17:30,28/11/17 17:30,2017,11,KORL_GT3,KORL,Approved,Forced,46.24,Partial forced outage,0,High Risk
309,310,28/11/17 17:00,28/11/17 17:00,2017,11,KORL_GT3,KORL,Approved,Forced,54.91,Partial forced outage,0,High Risk
310,311,25/11/17 2:00,25/11/17 2:30,2017,11,BW1_GREENWATERS_G2,GW,Approved,Forced,41,GT1 fire protection panel instrument fault ,0.020833333,High Risk
311,312,24/11/17 20:30,24/11/17 21:00,2017,11,BW1_GREENWATERS_G2,GW,Approved,Forced,41,GT1 Fire protection instrument fault,0.020833333,High Risk
312,313,28/11/17 9:30,28/11/17 15:30,2017,11,PJRH_GT11,PJRH,Approved,Opportunistic Maintenance (Planned),38.293,ODOM,0.25,N/A
313,314,25/11/17 19:30,27/11/17 16:30,2017,11,PJRH_GT11,PJRH,Approved,Forced,118.609,FO ,1.875,High Risk
314,315,25/11/17 19:00,25/11/17 19:00,2017,11,PJRH_GT11,PJRH,Approved,Forced,19.768,FO ,0,High Risk
315,316,28/11/17 12:00,28/11/17 12:00,2017,11,AUXC_WGP,AUXC,Approved,Forced,26,Incorrect nomination while gas turbine shut down.,0,High Risk
316,317,26/11/17 13:30,26/11/17 18:30,2017,11,AUXC_WGP,AUXC,Approved,Forced,26,Gas Turbine trip,0.208333333,High Risk
317,318,24/11/17 9:30,24/11/17 20:00,2017,11,TESLA_PICTON_G1,TSLA_MGT,Approved,Consequential,9.9,"Power to the site was removed for unplanned pole replacement. Power was removed for longer than advised, which required attending site once power was returned to restore site.",0.4375,N/A
